,index,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro ,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência_x,Estados de Ocorrência_y
1029,2211,Fauna,Invertebrados Aquáticos,Oreasteridae,Oreaster reticulatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PI
1030,2211,Fauna,Invertebrados Aquáticos,Oreasteridae,Oreaster reticulatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PR
1031,2211,Fauna,Invertebrados Aquáticos,Oreasteridae,Oreaster reticulatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RJ
1032,2211,Fauna,Invertebrados Aquáticos,Oreasteridae,Oreaster reticulatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RN
1033,2211,Fauna,Invertebrados Aquáticos,Oreasteridae,Oreaster reticulatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SC
1034,2211,Fauna,Invertebrados Aquáticos,Oreasteridae,Oreaster reticulatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SE
1035,2211,Fauna,Invertebrados Aquáticos,Oreasteridae,Oreaster reticulatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SP
1036,2223,Fauna,Peixes Continentais,Characidae,Ossubtus xinguense,Pacu-capivara,Vulnerável (VU),VU,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,MT; PA,MT
1037,2223,Fauna,Peixes Continentais,Characidae,Ossubtus xinguense,Pacu-capivara,Vulnerável (VU),VU,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,MT; PA,PA
1038,2224,Fauna,Peixes Continentais,Loricariidae,Otothyris juquiae,Cascudinho-anão,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Assentamento Humano:cidades; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,SP,SP
1039,2264,Fauna,Peixes Continentais,Poeciliidae,Pamphorichthys pertapeh,Barrigudinho,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária; Poluição,Sim,Sim,Não,2.0,Sim,GO,GO
1040,2278,Fauna,Peixes Continentais,Loricariidae,Parancistrus nudiventris,Desconhecido,Vulnerável (VU),VU,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Sim,3.0,Sim,PA,PA
1041,2284,Fauna,Peixes Continentais,Potamotrygonidae,Paratrygon aiereba,Arraia-aramaçá,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mineracao; Poluição,Sim,Sim,Sim,3.0,Não,AC; AM; AP; MT; PA; RO; RR,AC
1042,2284,Fauna,Peixes Continentais,Potamotrygonidae,Paratrygon aiereba,Arraia-aramaçá,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mineracao; Poluição,Sim,Sim,Sim,3.0,Não,AC; AM; AP; MT; PA; RO; RR,AM
1043,2284,Fauna,Peixes Continentais,Potamotrygonidae,Paratrygon aiereba,Arraia-aramaçá,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mineracao; Poluição,Sim,Sim,Sim,3.0,Não,AC; AM; AP; MT; PA; RO; RR,AP
1044,2284,Fauna,Peixes Continentais,Potamotrygonidae,Paratrygon aiereba,Arraia-aramaçá,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mineracao; Poluição,Sim,Sim,Sim,3.0,Não,AC; AM; AP; MT; PA; RO; RR,MT
1045,2284,Fauna,Peixes Continentais,Potamotrygonidae,Paratrygon aiereba,Arraia-aramaçá,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mineracao; Poluição,Sim,Sim,Sim,3.0,Não,AC; AM; AP; MT; PA; RO; RR,PA
1046,2284,Fauna,Peixes Continentais,Potamotrygonidae,Paratrygon aiereba,Arraia-aramaçá,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mineracao; Poluição,Sim,Sim,Sim,3.0,Não,AC; AM; AP; MT; PA; RO; RR,RO
1047,2284,Fauna,Peixes Continentais,Potamotrygonidae,Paratrygon aiereba,Arraia-aramaçá,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mineracao; Poluição,Sim,Sim,Sim,3.0,Não,AC; AM; AP; MT; PA; RO; RR,RR
1048,2285,Fauna,Peixes Continentais,Loricariidae,Pareiorhaphis mutuca,Cascudo,Em Perigo (EN),EN,Cerrado; Mata Atlântica,Assentamento Humano:cidades; Mineracao,Sim,Sim,Não,2.0,Sim,MG,MG
1049,2286,Fauna,Peixes Continentais,Loricariidae,Pareiorhaphis nasuta,Desconhecido,Criticamente em Perigo (CR),CR,Cerrado; Mata Atlântica,Outras Atividades Econômicas:Energia; Poluição Assoreamento,Não,Sim,Não,1.0,Sim,MG,MG
1050,2287,Fauna,Peixes Continentais,Loricariidae,Pareiorhaphis scutula,Desconhecido,Em Perigo (EN),EN,Cerrado; Mata Atlântica,Mineracao; Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,MG,MG
1051,2304,Fauna,Peixes Continentais,Loricariidae,Parotocinclus spilurus,Cascudinho,Em Perigo (EN),EN,Caatinga,Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição Assoreamento,Não,Sim,Sim,1.0,Sim,CE,CE
1052,2322,Fauna,Peixes Continentais,Loricariidae,Peckoltia compta,Desconhecido,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Sim,3.0,Sim,PA,PA
1053,2323,Fauna,Peixes Continentais,Loricariidae,Peckoltia snethlageae,Desconhecido,Em Perigo (EN),EN,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Não,Sim,3.0,Sim,PA,PA
1054,2361,Fauna,Invertebrados Aquáticos,Vermetidae,Petaloconchus myrakeenae,Desconhecido,Criticamente em Perigo (CR),CR,Marinho,Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Sim,RJ,RJ
1055,2376,Fauna,Peixes Continentais,Poeciliidae,Phalloptychus eigenmanni,Barrigudinho,Criticamente em Perigo (CR),CR,Caatinga; Mata Atlântica,Agropecuária; Especies Exoticas; Poluição,Não,Sim,Não,1.0,Sim,BA,BA
1056,2377,Fauna,Peixes Continentais,Poeciliidae,Phallotorynus fasciolatus,Barrigudinho,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Industrias; Poluição,Sim,Sim,Não,2.0,Sim,SP,SP
1057,2378,Fauna,Peixes Continentais,Poeciliidae,Phallotorynus jucundus,Guaru-listrado-do-cerrado,Em Perigo (EN),EN,Cerrado; Mata Atlântica,Mineracao; Poluição,Não,Sim,Não,1.0,Sim,SP,SP
1058,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,BA
1059,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,GO
1060,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,MA
1061,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,MG
1062,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,MT
1063,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,PR
1064,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,RJ
1065,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,RO
1066,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,RN
1067,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,SC
1068,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,SP
1069,2413,Fauna,Invertebrados Aquáticos,Physidae,Physa marmorata,Caramujo,Vulnerável (VU),VU,Amazônia; Caatinga; Cerrado; Mata Atlântica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,BA; GO; MA; MG; MT; PR; RJ; RO; RN; SC; SP; TO ,TO
1070,2436,Fauna,Peixes Continentais,Heptapteridae,Pimelodella kronei,Bagre-cego-de-iporanga,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades; Mineracao; Poluição,Sim,Não,Sim,2.0,Sim,SP,SP
1071,2437,Fauna,Peixes Continentais,Heptapteridae,Pimelodella spelaea,Desconhecido,Em Perigo (EN),EN,Cerrado,Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Sim,GO,GO
1072,2438,Fauna,Peixes Continentais,Pimelodidae,Pimelodus halisodous,Desconhecido,Vulnerável (VU),VU,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,TO,TO
1073,2439,Fauna,Peixes Continentais,Pimelodidae,Pimelodus joannis,Desconhecido,Vulnerável (VU),VU,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,TO,TO
1074,2440,Fauna,Peixes Continentais,Pimelodidae,Pimelodus stewartii,Desconhecido,Vulnerável (VU),VU,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,TO,TO
1075,2475,Fauna,Peixes Continentais,Rivulidae,Pituna brevirostrata,Peixe-anual,Vulnerável (VU),VU,Cerrado,Assentamento Humano:cidades; Poluição,Não,Não,Não,1.0,Sim,GO,GO
1076,2476,Fauna,Peixes Continentais,Rivulidae,Pituna xinguensis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Outras Atividades Econômicas:Energia,Não,Não,Não,1.0,Sim,PA,PA
1077,2485,Fauna,Peixes Continentais,Rivulidae,Plesiolebias altamira,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Outras Atividades Econômicas:Energia,Não,Não,Não,1.0,Sim,PA,PA
1078,2486,Fauna,Peixes Continentais,Rivulidae,Plesiolebias canabravensis,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,TO,TO
1079,2487,Fauna,Peixes Continentais,Rivulidae,Plesiolebias xavantei,Peixe-anual,Em Perigo (EN),EN,Cerrado,Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,TO,TO
1080,2488,Fauna,Invertebrados Aquáticos,Planorbidae,Plesiophysa dolichomastix,Caramujo-de-água-doce,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária; Outras Atividades Econômicas:Turismo,Não,Não,Não,1.0,Sim,GO,GO
1081,2505,Fauna,Peixes Marinhos,Sciaenidae,Pogonias cromis,Miragaia,Em Perigo (EN),EN,Marinho,Assentamento Humano:cidades; Extracao Direta:Caça/Pesca,Sim,Não,Sim,2.0,Não,RJ; RS; SP,RJ
1082,2505,Fauna,Peixes Marinhos,Sciaenidae,Pogonias cromis,Miragaia,Em Perigo (EN),EN,Marinho,Assentamento Humano:cidades; Extracao Direta:Caça/Pesca,Sim,Não,Sim,2.0,Não,RJ; RS; SP,RS
1083,2505,Fauna,Peixes Marinhos,Sciaenidae,Pogonias cromis,Miragaia,Em Perigo (EN),EN,Marinho,Assentamento Humano:cidades; Extracao Direta:Caça/Pesca,Sim,Não,Sim,2.0,Não,RJ; RS; SP,SP
1084,2506,Fauna,Peixes Continentais,Loricariidae,Pogonopoma obscurum,Cascudo-preto,Em Perigo (EN),EN,Mata Atlântica,Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Sim,2.0,Sim,RS; SC,RS
1085,2506,Fauna,Peixes Continentais,Loricariidae,Pogonopoma obscurum,Cascudo-preto,Em Perigo (EN),EN,Mata Atlântica,Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Sim,2.0,Sim,RS; SC,SC
1086,2507,Fauna,Peixes Continentais,Loricariidae,Pogonopoma parahybae,Cascudo,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,MG; RJ; SP,MG
1087,2507,Fauna,Peixes Continentais,Loricariidae,Pogonopoma parahybae,Cascudo,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,MG; RJ; SP,RJ
1088,2507,Fauna,Peixes Continentais,Loricariidae,Pogonopoma parahybae,Cascudo,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,MG; RJ; SP,SP
1089,2513,Fauna,Peixes Marinhos,Polyprionidae,Polyprion americanus,Cherne-poveiro ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,PR
1090,2513,Fauna,Peixes Marinhos,Polyprionidae,Polyprion americanus,Cherne-poveiro ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,RJ
1091,2513,Fauna,Peixes Marinhos,Polyprionidae,Polyprion americanus,Cherne-poveiro ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,RS
1092,2513,Fauna,Peixes Marinhos,Polyprionidae,Polyprion americanus,Cherne-poveiro ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,SC
1093,2513,Fauna,Peixes Marinhos,Polyprionidae,Polyprion americanus,Cherne-poveiro ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,SP
1094,2516,Fauna,Invertebrados Aquáticos,Ampullariidae,Pomacea sordida,Caramujo-de-água-doce,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades; Poluição,Sim,Não,Não,2.0,Sim,RJ,RJ
1095,2527,Fauna,Peixes Marinhos,Ariidae,Potamarius grandoculis,Desconhecido,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Marinho,Poluição,Não,Não,Sim,1.0,Sim,ES; RJ,ES
1096,2527,Fauna,Peixes Marinhos,Ariidae,Potamarius grandoculis,Desconhecido,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Marinho,Poluição,Não,Não,Sim,1.0,Sim,ES; RJ,RJ
1097,2528,Fauna,Peixes Continentais,Batrachoididae,Potamobatrachus trispinosus,Mangangá,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,PA,PA
1098,2529,Fauna,Invertebrados Aquáticos,Hydrobiidae,Potamolithus karsticus,Caramujo-de-caverna,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Especies Exoticas; Mineracao; Outras Atividades Econômicas:Turismo; Poluição,Não,Não,Não,1.0,Sim,SP,SP
1099,2530,Fauna,Invertebrados Aquáticos,Hydrobiidae,Potamolithus troglobius,Caramujo-de-caverna,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Especies Exoticas; Mineracao; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,3.0,Sim,SP,SP
1100,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AL
1101,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AP
1102,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,BA
1103,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,CE
1104,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,ES
1105,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,MA
1106,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PA
1107,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PB
1108,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PE
1109,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PI
1110,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PR
1111,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RJ
1112,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RN
1113,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RS
1114,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SC
1115,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SE
1116,2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SP
1117,2555,Fauna,Peixes Marinhos,Pristidae,Pristis pristis,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,AP; MA; PA,AP
1118,2555,Fauna,Peixes Marinhos,Pristidae,Pristis pristis,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,AP; MA; PA,MA
1119,2555,Fauna,Peixes Marinhos,Pristidae,Pristis pristis,Peixe-serra,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,AP; MA; PA,PA
1120,2562,Fauna,Peixes Continentais,Prochilodontidae,Prochilodus britskii,Curimatã,Em Perigo (EN),EN,Amazônia,Agropecuária; Assentamento Humano:cidades,Não,Sim,Não,2.0,Sim,MT,MT
1121,2563,Fauna,Peixes Continentais,Prochilodontidae,Prochilodus vimboides,Desconhecido,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Outras Atividades Econômicas:Turismo; Queimadas,Sim,Sim,Não,3.0,Sim,BA; ES; MG; RJ; SP,BA
