,index,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro ,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência_x,Estados de Ocorrência_y
474,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,RN
475,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,SC
476,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,SP
477,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,PR
478,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,RJ
479,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,RS
480,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,SC
481,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,SP
482,1236,Fauna,Peixes Marinhos,Ariidae,Genidens barbus,Bagre-branco,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,BA;  PR;  RS ,BA
483,1236,Fauna,Peixes Marinhos,Ariidae,Genidens barbus,Bagre-branco,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,BA;  PR;  RS ,PR
484,1236,Fauna,Peixes Marinhos,Ariidae,Genidens barbus,Bagre-branco,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,BA;  PR;  RS ,RS
485,1237,Fauna,Peixes Marinhos,Ariidae,Genidens planifrons,Bagre-marinho,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,RS,RS
486,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,AL
487,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,AP
488,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,BA
489,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,CE
490,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,ES
491,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,MA
492,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,PA
493,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,PB
494,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,PE
495,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,PI
496,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,RJ
497,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,RN
498,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,SE
499,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,SP
500,1242,Fauna,Peixes Continentais,Characidae,Glandulocauda caerulea,Desconhecido,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Poluição,Sim,Sim,Não,2.0,Sim,PR,PR
501,1243,Fauna,Peixes Continentais,Trichomycteridae,Glaphyropoma spinosum,Bagrinho-de-caverna,Vulnerável (VU),VU,Caatinga,Mineracao,Sim,Não,Não,2.0,Sim,BA,BA
502,1291,Fauna,Peixes Continentais,Cichlidae,Gymnogeophagus setequedas,Acará,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,MS; PR,MS
503,1291,Fauna,Peixes Continentais,Cichlidae,Gymnogeophagus setequedas,Acará,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,MS; PR,PR
504,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,ES
505,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,PR
506,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,RJ
507,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,RS
508,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,SC
509,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,SP
510,1315,Fauna,Peixes Marinhos,Labridae,Halichoeres rubrovirens,Bodião-fogueira,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,2.0,Sim,ES,ES
511,1316,Fauna,Invertebrados Aquáticos,Halichondriidae,Halichondria (Halichondria) cebimarensis,Esponja,Vulnerável (VU),VU,Marinho,Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte,Sim,Sim,Não,2.0,Sim,SP,SP
512,1317,Fauna,Invertebrados Aquáticos,Halichondriidae,Halichondria (Halichondria) tenebrica,Esponja,Vulnerável (VU),VU,Marinho,Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte,Sim,Sim,Não,2.0,Sim,SP,SP
513,1326,Fauna,Peixes Continentais,Loricariidae,Harttia depressa,Acari-cachimbo ,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,AM,AM
514,1327,Fauna,Peixes Continentais,Loricariidae,Harttia dissidens,Acari-cachimbo ,Vulnerável (VU),VU,Amazônia,Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte,Sim,Sim,Não,2.0,Sim,PA,PA
515,1328,Fauna,Peixes Continentais,Characidae,Hasemania crenuchoides,Lambari ,Vulnerável (VU),VU,Cerrado,Agropecuária; Assentamento Humano:cidades; Especies Exoticas,Sim,Sim,Não,2.0,Sim,GO,GO
516,1329,Fauna,Peixes Continentais,Characidae,Hasemania piatan,Desconhecido,Em Perigo (EN),EN,Mata Atlântica,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,BA,BA
517,1330,Fauna,Peixes Continentais,Doradidae,Hassar shewellkeimi,"Botinho, Reco-reco ",Vulnerável (VU),VU,Amazônia; Cerrado,Agropecuária; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Não,MT,MT
518,1335,Fauna,Peixes Continentais,Loricariidae,Hemiancistrus megalopteryx,Desconhecido,Em Perigo (EN),EN,Mata Atlântica,Mineracao,Não,Sim,Não,1.0,Sim,SC,SC
519,1340,Fauna,Peixes Continentais,Loricariidae,Hemipsilichthys gobio,Cascudo-piririca,Em Perigo (EN),EN,Mata Atlântica,Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição,Sim,Sim,Não,2.0,Sim,MG; RJ; SP,MG
520,1340,Fauna,Peixes Continentais,Loricariidae,Hemipsilichthys gobio,Cascudo-piririca,Em Perigo (EN),EN,Mata Atlântica,Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição,Sim,Sim,Não,2.0,Sim,MG; RJ; SP,RJ
521,1340,Fauna,Peixes Continentais,Loricariidae,Hemipsilichthys gobio,Cascudo-piririca,Em Perigo (EN),EN,Mata Atlântica,Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição,Sim,Sim,Não,2.0,Sim,MG; RJ; SP,SP
522,1345,Fauna,Peixes Continentais,Characidae,Henochilus wheatlandii,Andirá,Criticamente em Perigo (CR),CR,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,MG,MG
523,1346,Fauna,Peixes Continentais,Heptapteridae,Heptapterus multiradiatus,Bagrinho-do-tietê,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Mata Atlântica,Poluição,Não,Sim,Não,1.0,Sim,SP,SP
524,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,AL
525,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,BA
526,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,CE
527,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,ES
528,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PB
529,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PE
530,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PI
531,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PR
532,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RJ
533,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RN
534,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SC
535,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SE
536,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SP
537,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,AL
538,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,BA
539,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,ES
540,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,PE
541,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,PI
542,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,PR
543,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,RJ
544,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,SC
545,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,SE
546,1393,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus patagonicus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP,SP
547,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,AL
548,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,BA
549,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,CE
550,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,ES
551,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,MA
552,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,PB
553,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,PE
554,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,PI
555,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,PR
556,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,RJ
557,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,RN
558,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,SC
559,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,SE
560,1394,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus reidi,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP,SP
561,1415,Fauna,Peixes Continentais,Characidae,Hollandichthys taramandahy,Lambari-listrado,Em Perigo (EN),EN,Mata Atlântica; Pampa,Mineracao,Sim,Sim,Sim,2.0,Sim,RS; SC,RS
562,1415,Fauna,Peixes Continentais,Characidae,Hollandichthys taramandahy,Lambari-listrado,Em Perigo (EN),EN,Mata Atlântica; Pampa,Mineracao,Sim,Sim,Sim,2.0,Sim,RS; SC,SC
563,1422,Fauna,Peixes Continentais,Loricariidae,Hopliancistrus tricornis,Bodó-seda,Em Perigo (EN),EN,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,PA,PA
